0.000152	0.002843	0.005289	0.000038	0.013737	0.008658	0.007257	0.000646	0.009181	0.997502
0.000604	0.003848	0.007215	0.000080	0.008986	0.004382	0.014055	0.003395	0.003305	0.997599
0.000153	0.008615	0.056547	0.000041	0.005159	0.018285	0.000605	0.114196	0.009637	0.958876
0.000094	0.013056	0.033369	0.000140	0.000796	0.020771	0.002883	0.009283	0.001550	0.996910
0.000145	0.003094	0.009303	0.000187	0.026386	0.001976	0.005232	0.002609	0.003643	0.995475
0.000111	0.005424	0.007339	0.000053	0.006230	0.008713	0.007768	0.002319	0.006331	0.998236
0.000224	0.003524	0.067444	0.000155	0.001474	0.003138	0.015374	0.016397	0.002905	0.989259
0.000249	0.156503	0.004835	0.000057	0.179007	0.000320	0.005276	0.004262	0.000138	0.884475
0.000121	0.011719	0.029682	0.000063	0.007679	0.005615	0.003353	0.013787	0.006903	0.994088
0.000586	0.002159	0.225542	0.000325	0.006724	0.000485	0.008768	0.002433	0.005121	0.971368
0.000088	0.001827	0.019005	0.000131	0.052556	0.002967	0.002041	0.003036	0.003262	0.985088
0.000104	0.017162	0.014148	0.000109	0.009108	0.004159	0.002808	0.006411	0.002453	0.994628
0.000082	0.002248	0.005127	0.000075	0.013363	0.006168	0.003458	0.000982	0.003171	0.997936
0.000301	0.079250	0.015115	0.000032	0.006448	0.011701	0.007108	0.000726	0.000368	0.956198
0.000206	0.000319	0.001117	0.000041	0.009278	0.026986	0.004986	0.002690	0.015519	0.996222
0.000384	0.000865	0.002059	0.000107	0.061622	0.042221	0.001484	0.027819	0.001942	0.935478
0.000173	0.004366	0.009872	0.000140	0.002121	0.005846	0.008072	0.004609	0.000905	0.998869
0.000151	0.015436	0.008361	0.000034	0.027097	0.016741	0.001541	0.001175	0.000508	0.988665
0.000249	0.000414	0.000952	0.000042	0.068375	0.018569	0.005058	0.000430	0.009078	0.992456
0.000107	0.002288	0.020918	0.000065	0.017231	0.008201	0.001201	0.002848	0.005067	0.992916
0.000150	0.001978	0.001265	0.000142	0.006882	0.047344	0.002048	0.000553	0.002900	0.995269
0.000200	0.026053	0.028264	0.000055	0.030238	0.002021	0.001774	0.011799	0.011962	0.987078
0.000090	0.026458	0.014531	0.000048	0.036085	0.003433	0.002561	0.002004	0.000661	0.991463
0.000311	0.018759	0.005648	0.000334	0.030823	0.000836	0.002500	0.035710	0.003265	0.886432
0.000057	0.001773	0.018253	0.000470	0.070131	0.002674	0.003104	0.009930	0.003076	0.963171
0.000083	0.021998	0.008956	0.000133	0.004693	0.001471	0.002509	0.006529	0.001712	0.993833
0.000332	0.010532	0.000518	0.000641	0.055547	0.082800	0.003530	0.001525	0.001717	0.814818
0.000183	0.006078	0.003087	0.000962	0.059890	0.000685	0.001459	0.009320	0.000554	0.916999
0.000194	0.028885	0.005449	0.000254	0.226194	0.000572	0.003893	0.008461	0.000112	0.921838
0.000150	0.037655	0.009634	0.000025	0.029446	0.002636	0.004612	0.003403	0.004805	0.986366
0.004891	0.004816	0.000429	0.000085	0.018475	0.022512	0.032640	0.004842	0.004629	0.928728
0.000182	0.010930	0.007035	0.000168	0.009730	0.018248	0.001466	0.004587	0.001113	0.995641
0.000105	0.008494	0.008849	0.000129	0.013812	0.010303	0.001740	0.002462	0.000955	0.996963
0.000064	0.013290	0.002416	0.000023	0.010446	0.017362	0.014692	0.000113	0.001888	0.989287
0.000083	0.004188	0.008469	0.000123	0.009110	0.006579	0.002255	0.001865	0.001302	0.998511
0.000110	0.013192	0.006220	0.000031	0.030030	0.006628	0.004386	0.000859	0.003656	0.991852
0.000112	0.000783	0.002099	0.000096	0.012812	0.013794	0.003706	0.001177	0.004953	0.997533
0.000078	0.003001	0.007893	0.000137	0.009877	0.005097	0.002960	0.001443	0.001463	0.998472
0.000074	0.005026	0.009371	0.000274	0.002595	0.022138	0.003302	0.002049	0.000629	0.998448
0.000071	0.001844	0.005035	0.000117	0.003244	0.014757	0.002929	0.001331	0.001623	0.999028
0.000117	0.011499	0.011165	0.000119	0.014973	0.005479	0.001651	0.003574	0.000945	0.996741
0.000095	0.002745	0.003958	0.000099	0.011872	0.011068	0.002371	0.001035	0.001573	0.998137
0.000242	0.010355	0.007448	0.000162	0.037398	0.034256	0.000818	0.009392	0.002058	0.985776
0.000106	0.005800	0.002458	0.000028	0.005663	0.022991	0.018246	0.000207	0.024249	0.994344
0.000192	0.001884	0.003490	0.000114	0.035465	0.023779	0.001526	0.000260	0.001620	0.995757
0.000099	0.007838	0.010780	0.000265	0.019534	0.004738	0.001742	0.008577	0.000895	0.996831
0.000121	0.000818	0.002295	0.000062	0.005685	0.021109	0.003385	0.001063	0.004572	0.998369
0.000298	0.024094	0.014762	0.000037	0.002285	0.017436	0.004785	0.000264	0.000522	0.980659
0.000194	0.002904	0.006886	0.000062	0.013201	0.028114	0.002335	0.000220	0.001416	0.996081
0.000280	0.002217	0.001004	0.000085	0.116807	0.022879	0.004045	0.000462	0.004077	0.982276
0.000117	0.020725	0.007996	0.000181	0.002036	0.002656	0.005252	0.000942	0.000928	0.997406
0.000283	0.011767	0.006191	0.000095	0.020556	0.005083	0.000814	0.003969	0.001116	0.983623
0.000118	0.012249	0.007550	0.000120	0.014170	0.006626	0.002145	0.002976	0.001145	0.996134
0.000165	0.115093	0.001291	0.053405	0.036677	0.002209	0.057737	0.000132	0.000733	0.932699
0.000158	0.028578	0.056056	0.000080	0.039280	0.026299	0.000427	0.033800	0.001968	0.927797
0.000087	0.006821	0.003972	0.000082	0.016501	0.002781	0.012712	0.000276	0.000585	0.997340
0.000478	0.004230	0.003400	0.000096	0.024843	0.037089	0.003377	0.026196	0.061360	0.979410
0.000263	0.031548	0.000404	0.000039	0.019623	0.031599	0.032960	0.000839	0.001517	0.965636
0.000330	0.020518	0.042778	0.001937	0.008463	0.005252	0.013707	0.000448	0.000069	0.988380
0.000159	0.005351	0.003074	0.000041	0.006270	0.019222	0.007527	0.001291	0.017799	0.995551
0.000238	0.011412	0.020693	0.000906	0.003072	0.000507	0.005641	0.000901	0.001032	0.977235
0.000094	0.003212	0.006003	0.000065	0.008970	0.006227	0.007836	0.000620	0.002234	0.997841
0.000097	0.006436	0.005782	0.000156	0.002620	0.047862	0.002556	0.004755	0.005396	0.993580
0.000165	0.001386	0.006033	0.000079	0.026360	0.006932	0.010971	0.003863	0.006358	0.995017
0.000043	0.042962	0.001127	0.000587	0.013879	0.023618	0.005238	0.000099	0.000431	0.963637
0.001191	0.048826	0.007737	0.030606	0.060370	0.001651	0.031998	0.000549	0.000193	0.962075
0.000315	0.047427	0.004542	0.000177	0.009855	0.010312	0.002716	0.045357	0.011210	0.966383
0.000107	0.001993	0.007355	0.000156	0.006931	0.006659	0.002871	0.001776	0.001537	0.998091
0.000122	0.001892	0.008977	0.000306	0.022805	0.004161	0.003076	0.002211	0.001271	0.996925
0.000052	0.014932	0.001696	0.001108	0.004640	0.032298	0.010343	0.000636	0.000411	0.978610
0.000194	0.000690	0.006976	0.000123	0.021233	0.003552	0.008404	0.000358	0.009288	0.996615
0.000421	0.090170	0.022749	0.000122	0.010801	0.002026	0.000286	0.272777	0.006900	0.734401
0.000131	0.000663	0.003135	0.000225	0.028522	0.017282	0.002131	0.001334	0.001168	0.996023
0.000128	0.000881	0.004436	0.000240	0.012122	0.012787	0.003882	0.000821	0.001156	0.998546
0.000244	0.010507	0.016714	0.004759	0.008219	0.010004	0.007810	0.000976	0.000139	0.996116
0.000055	0.012833	0.011450	0.000059	0.002989	0.014934	0.007184	0.007568	0.020960	0.969538
0.000124	0.001849	0.005905	0.000242	0.004535	0.014849	0.004527	0.001553	0.000853	0.998685
0.000100	0.001447	0.005556	0.000103	0.011199	0.012499	0.002289	0.000412	0.002004	0.998311
0.000293	0.020613	0.010947	0.000033	0.110592	0.003289	0.000839	0.000689	0.000420	0.933973
0.000064	0.001328	0.009613	0.000128	0.040549	0.002284	0.006907	0.000991	0.002598	0.989434
0.000134	0.045226	0.011328	0.001349	0.002122	0.040722	0.002942	0.001085	0.000338	0.991563
0.000224	0.003293	0.019128	0.000307	0.004991	0.004808	0.003398	0.004354	0.000790	0.996021
0.000132	0.001149	0.004160	0.000365	0.019778	0.002567	0.004364	0.000519	0.001911	0.995865
0.000086	0.004409	0.005877	0.000089	0.016528	0.014171	0.002434	0.000539	0.001218	0.997049
0.000142	0.010785	0.071639	0.000479	0.007345	0.008367	0.001833	0.010170	0.000728	0.984271
0.000512	0.031640	0.000404	0.000037	0.002022	0.019299	0.045141	0.001563	0.004415	0.986947
0.000729	0.038912	0.000833	0.003580	0.041191	0.000687	0.012090	0.000747	0.002502	0.958763
0.000378	0.056825	0.000744	0.014771	0.026200	0.000884	0.005893	0.002007	0.001665	0.809782
0.000109	0.002396	0.012409	0.000195	0.010069	0.006987	0.002302	0.001174	0.001237	0.994215
0.000595	0.060445	0.004754	0.002476	0.008682	0.001298	0.002858	0.003605	0.006628	0.733676
0.000059	0.010731	0.001096	0.000339	0.006380	0.001842	0.002807	0.000827	0.004092	0.981455
0.000100	0.004163	0.005075	0.000087	0.016301	0.003488	0.006317	0.002953	0.016365	0.982925
0.000129	0.009599	0.069071	0.000556	0.019374	0.004906	0.002464	0.016971	0.000932	0.936876
0.000136	0.003884	0.020187	0.004454	0.012288	0.016628	0.014473	0.000809	0.000130	0.988587
0.000105	0.023016	0.012802	0.001071	0.004238	0.011507	0.004548	0.002485	0.001064	0.958373
0.000071	0.030041	0.005128	0.000206	0.002084	0.001078	0.004781	0.013076	0.001505	0.984409
0.000249	0.054406	0.001798	0.003509	0.006310	0.000289	0.011921	0.000521	0.003569	0.945265
0.000237	0.001686	0.003794	0.000482	0.167303	0.005435	0.001734	0.022676	0.003328	0.947607
0.000391	0.000639	0.011106	0.005457	0.094116	0.002875	0.002321	0.001065	0.000699	0.950357
0.000141	0.009671	0.004839	0.000027	0.001161	0.008261	0.006724	0.001332	0.042292	0.992975
0.000614	0.178219	0.012574	0.000018	0.067645	0.015844	0.000993	0.006376	0.000881	0.885382
0.005542	0.001503	0.016548	0.002644	0.352847	0.002811	0.007183	0.000428	0.000167	0.920025
0.000124	0.004216	0.007468	0.000169	0.018904	0.005503	0.001635	0.007959	0.002228	0.996346
0.000150	0.025398	0.004646	0.000358	0.040993	0.000362	0.002225	0.017683	0.005214	0.785183
0.001305	0.000319	0.016420	0.002100	0.051938	0.000363	0.045510	0.000141	0.008638	0.909435
0.000093	0.004830	0.008822	0.000096	0.005798	0.002193	0.012864	0.001355	0.034502	0.983296
0.000160	0.007022	0.011534	0.000124	0.026876	0.003160	0.000931	0.004477	0.002274	0.992961
0.000259	0.000266	0.000738	0.000143	0.087738	0.023157	0.001755	0.003183	0.001352	0.984580
0.000252	0.000701	0.002441	0.000211	0.045711	0.006797	0.002792	0.000993	0.002228	0.996954
0.000271	0.000452	0.001017	0.000418	0.293313	0.011313	0.000862	0.015060	0.000489	0.893862
0.000155	0.000606	0.001835	0.000181	0.023540	0.013819	0.003575	0.001078	0.001555	0.997171
0.000186	0.028800	0.008685	0.000334	0.007167	0.001817	0.002031	0.011572	0.001185	0.984024
0.002029	0.015529	0.641544	0.000261	0.024144	0.000223	0.002458	0.069328	0.003858	0.550722
0.000170	0.016965	0.008792	0.000102	0.021051	0.014783	0.001207	0.004490	0.001399	0.985735
0.000268	0.008347	0.003781	0.000245	0.101012	0.002908	0.005002	0.002992	0.002332	0.808617
0.000026	0.026368	0.009137	0.000074	0.002232	0.002878	0.007425	0.002245	0.000399	0.994597
0.000147	0.006420	0.009418	0.000221	0.005509	0.015824	0.002202	0.010208	0.001079	0.990045
0.000254	0.001695	0.002229	0.000135	0.003090	0.016871	0.002342	0.020718	0.002430	0.993770
0.000066	0.005012	0.003207	0.000129	0.010190	0.012424	0.002410	0.002649	0.002100	0.991655
0.000429	0.016395	0.088131	0.001960	0.000964	0.001452	0.006611	0.007369	0.000200	0.983141
0.000322	0.003333	0.015818	0.000150	0.038662	0.002722	0.003965	0.006937	0.003073	0.991349
0.000195	0.008746	0.000568	0.017869	0.049955	0.044778	0.004083	0.002940	0.000609	0.877944
0.000175	0.012601	0.027004	0.000204	0.006093	0.005480	0.002138	0.005647	0.001369	0.991597
0.000162	0.010212	0.023861	0.000163	0.005283	0.010817	0.002316	0.007910	0.001047	0.993857
0.001609	0.002305	0.000042	0.003630	0.018381	0.482033	0.000175	0.009834	0.016566	0.928529
0.000070	0.009383	0.021311	0.000137	0.000468	0.013408	0.002959	0.006760	0.001026	0.998663
0.000149	0.001468	0.003619	0.000141	0.033768	0.005925	0.004757	0.002451	0.001627	0.997106
0.000085	0.004103	0.011238	0.000199	0.000647	0.012693	0.002453	0.011992	0.001026	0.998065
0.000098	0.001188	0.003194	0.000065	0.003826	0.010674	0.005798	0.000894	0.010425	0.998710
0.000153	0.005489	0.041874	0.000847	0.002437	0.064904	0.000808	0.095228	0.002459	0.894816
0.000078	0.013456	0.011613	0.000171	0.004889	0.001943	0.002268	0.007144	0.002037	0.996280
0.000692	0.013957	0.007084	0.002748	0.002403	0.051310	0.000141	0.172062	0.010223	0.494376
0.000228	0.015728	0.007382	0.000232	0.002235	0.001757	0.006065	0.000744	0.002240	0.996343
0.000278	0.036871	0.001383	0.309033	0.005917	0.000338	0.080433	0.001223	0.002150	0.746587
0.000650	0.016941	0.015189	0.003197	0.011126	0.001916	0.008408	0.000685	0.000168	0.995463
0.000361	0.049511	0.006042	0.000140	0.030572	0.020591	0.002816	0.019452	0.015903	0.917867
0.000105	0.007316	0.033271	0.000172	0.000686	0.009040	0.004776	0.004372	0.000670	0.998352
0.000155	0.002995	0.002304	0.000323	0.028063	0.002347	0.019438	0.003770	0.000270	0.993201
0.000070	0.020460	0.003639	0.002036	0.000931	0.011896	0.012157	0.001012	0.000766	0.996482
